# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
104.02000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.05600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.08800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.12000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.15600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.18800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.22000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.25600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.28800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.32000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.35600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.38800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.42000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.45600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.48800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.52000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.55600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.58800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.62000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.65600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.68800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.72000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.75600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.78800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.82000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.85600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.88800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.92000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.95600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
104.98800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.02000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.05600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.08800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.12000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.15600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.18800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.22000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.25600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.28800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.32000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.35600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.38800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.42000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.45600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.48800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.52000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.55600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.58800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.62000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.65600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.68800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.72000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.75600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.78800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.82000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.85600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.88800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.92000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.95600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
105.98800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.02000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.05600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.08800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.12000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.15600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.18800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.22000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.25600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.28800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.32000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.35600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.38800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.42000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.45600 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.48800 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
106.52000 0.000181 -0.000002 -0.000095 0.000007 0.000001 0.000062 1.000000 0.0000143951 0.0000000004 0.0000005090 0.0000143956 0.0000008564 0.0010014324 0.0015564057 -0.0000000005 0.0000000120 0.0015564051 0.0000000210 0.0015443776
